65,240,150,180,210,240,208.15384615384616,0.12353337718123396,33,150,0,0,0,0,11.153846153846153,2.420778070887518,5,11,28,2,80,15,11,10,38,10,-6.368380993462165E-7,626,1.0,0.0,0.28110599078341014,0.30210501966227155,0.3368421052631579,0.3179731981678219,0.22085593538603973,78.40588235294118,0.0,16.650000000000002,27.546391752577318,39.839506172839506,29.310076962840096,0.5603798424972779,11886.0,710,200822,11886.0,710,710,804,13056.0,710,710,22093,12179.0,710
14,240,180,210,240,240,222.85714285714286,0.09805806756909198,9,50,0,0,0,0,5.357142857142857,2.6034165586355518,2,3,2,15,60,20,2,15,8,10,-0.08877714489142186,4,1.0,0.0,0.23636363636363636,0.28,0.3246753246753247,0.3203419371226718,0.6200624118935161,10.272727272727273,0.0,2.8571428571428568,4.2105263157894735,6.105263157894737,4.489433298362629,0.5239932970094073,606.0,107,13689,606.0,107,107,109,846.0,107,107,2807,684.0,107
53,210,120,120,150,180,156.79245283018867,0.1688666507368448,20,0,0,0,0,0,0.0,0.0,4,1,1,10,20,15,5,10,33,15,-1.6992461553436785E-6,409,1.0,0.38775470219435737,0.4727799420637299,0.5026178010471204,0.5392358727979867,0.5127431400257355,0.1326902113538101,129.4796238244514,5.0,41.66265060240964,65.3225806451613,87.34042553191489,64.41470564475388,0.4719294805626164,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
41,240,120,120,150,180,157.3170731707317,0.18732121456374207,16,45,0,0,0,0,1.951219512195122,4.452000954627032,23,5,15,14,15,15,8,35,23,10,-5.6115305730214446E-6,211,1.0,0.0,0.0,0.08888888888888889,0.17857142857142858,0.1365684484005451,1.52490600744618,3.0,0.0,0.0,0.6666666666666666,1.2000000000000002,0.7411593470066503,0.991046928348823,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
34,240,180,180,210,240,209.11764705882354,0.12294347919268744,17,70,0,0,0,0,7.794117647058823,2.212379809504307,34,11,1,12,45,10,5,30,19,10,-4.950372515531794E-5,195,1.0,0.0,0.0,0.0,0.0,0.0952791461412151,2.480605672092494,2.0,0.0,0.0,0.0,0.0,0.26964969896004376,2.1043303891379326,3.0,232,9207,3.0,232,232,237,98.0,232,232,2673,44.0,232
61,240,120,180,210,240,206.0655737704918,0.1249740091798191,32,165,0,0,0,0,3.360655737704918,6.390616261726258,20,19,18,10,80,20,14,20,38,15,-9.394524758236605E-6,234,1.0,0.0,0.12380952380952381,0.16483516483516483,0.2222222222222222,0.2010197350286847,0.7799156474554567,6.409090909090909,0.0,1.6363636363636362,2.5,3.2,2.49479408212468,0.5080058422934599,341.0,306,108172,341.0,306,306,316,938.0,306,306,6454,446.0,306
33,240,180,180,210,240,211.8181818181818,0.1204778441855639,18,0,0,0,0,0,0.0,0.0,26,4,2,4,10,30,2,20,24,15,-6.672416633262547E-7,733,1.0,0.0,0.21481481481481482,0.2337092731829574,0.25811965811965815,0.2470772416819177,0.2786288620233842,69.71581769436997,0.0,12.585365853658535,19.17808219178082,28.512820512820515,21.211177104795095,0.5610533861713237,10795.0,853,204305,10795.0,853,853,12863,12600.0,853,853,26646,11362.0,853
52,240,120,120,150,180,150.0,0.17541160386140583,18,50,0,0,0,0,1.4423076923076923,5.280993172584953,16,10,17,5,20,10,9,15,21,10,-8.727246043596512E-6,205,0.6666666666666666,0.0,0.2351233671988389,0.2689655172413793,0.329004329004329,0.2840710256224732,0.3140499552976923,21.542857142857144,0.0,4.461538461538462,6.869565217391305,9.473684210526315,7.19219848060386,0.5369497460313126,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
38,240,150,180,210,210,201.31578947368422,0.127496221231442,20,165,0,0,0,0,8.026315789473685,3.446406975783685,54,16,4,13,15,25,8,15,20,10,-3.2767408396970164E-7,840,1.0,0.0,0.18136589778380824,0.19913419913419914,0.22759601706970128,0.21785538900791696,0.37164023895625214,51.15501519756839,0.0,7.828571428571429,12.641509433962264,19.825242718446603,14.44529383715493,0.6029805648463066,19447.0,953,249263,19447.0,953,953,1063,21563.0,953,953,20398,20056.0,953
78,240,150,180,210,240,208.07692307692307,0.13330491483994686,40,90,0,0,0,0,2.5641025641025643,4.773887304912003,6,24,6,10,10,10,14,25,54,15,-2.1606512952029527E-7,660,1.0,0.0,0.14431372549019608,0.16809116809116809,0.20588235294117646,0.19072526807560292,0.4608002880198086,22.962962962962962,0.0,4.0,5.9411764705882355,8.692307692307692,6.637891317065544,0.5416050988622075,2881.0,668,236167,2881.0,668,668,690,3406.0,668,668,20654,3086.0,668
26,180,120,150,180,180,159.23076923076923,0.1456503713205926,11,0,0,0,0,0,0.0,0.0,4,1,17,15,15,5,3,20,21,15,-7.555355254692913E-7,596,1.0,0.0,0.0,0.07333333333333333,0.16666666666666666,0.13368887322069184,1.509361081098212,4.0,0.0,0.0,0.6666666666666666,1.0,0.6918276943478233,1.0089572055746876,8.0,613,69433,8.0,613,613,613,50.0,613,613,21478,15.0,613
